entry_bar,exit_bar,side,ts,entry,sl,tp,gross_r,fee_r,net_r,reason
8532,8615,long,2023-06-07 06:00:00+00:00,26820.7,25343.63,29774.84,-1.0,0.0218,-1.0218,SL
23551,23621,short,2025-02-22 01:00:00+00:00,96280.2,99006.71,90827.18,2.0,0.0424,1.9576,TP
