entry_bar,exit_bar,side,ts,entry,sl,tp,gross_r,fee_r,net_r,reason
28211,28222,long,2024-09-22 08:05:00+00:00,62963.0,62797.24,64289.08,-1.0,0.4558,-1.4558,SL
28252,28282,long,2024-09-22 11:30:00+00:00,62728.4,62462.47,64855.8,-1.0,0.2831,-1.2831,SL
28314,28377,long,2024-09-22 16:40:00+00:00,62781.6,62467.87,65291.44,-1.0,0.2401,-1.2401,SL
28843,28854,short,2024-09-24 12:45:00+00:00,63412.4,63699.14,61118.52,-1.0,0.2654,-1.2654,SL
29145,29186,long,2024-09-25 13:55:00+00:00,63741.6,63182.45,68214.77,-1.0,0.1368,-1.1368,SL
29429,29434,short,2024-09-26 13:35:00+00:00,64160.0,64606.14,60590.87,-1.0,0.1726,-1.1726,SL
34888,34914,long,2024-10-15 12:30:00+00:00,65794.3,65188.75,70638.73,-1.0,0.1304,-1.1304,SL
35111,35129,short,2024-10-16 07:05:00+00:00,66902.7,67244.38,64169.28,-1.0,0.235,-1.235,SL
35422,35431,long,2024-10-17 09:00:00+00:00,67480.9,67247.19,69350.62,-1.0,0.3465,-1.3465,SL
35479,35482,long,2024-10-17 13:45:00+00:00,67240.0,66697.04,71583.71,-1.0,0.1486,-1.1486,SL
38075,38135,short,2024-10-26 14:05:00+00:00,66812.9,67133.07,64251.57,-1.0,0.2504,-1.2504,SL
40023,40704,short,2024-11-02 08:25:00+00:00,69631.9,69913.84,67376.35,8.0,0.2964,7.7036,TP
41700,42283,long,2024-11-08 04:10:00+00:00,75961.8,75577.45,79036.62,8.0,0.2372,7.7628,TP
43845,43900,short,2024-11-15 14:55:00+00:00,89143.0,90277.89,80063.9,-1.0,0.0943,-1.0943,SL
44401,44605,short,2024-11-17 13:15:00+00:00,90796.8,91176.49,87759.32,-1.0,0.287,-1.287,SL
45151,45452,long,2024-11-20 03:45:00+00:00,92124.9,91493.81,97173.58,8.0,0.1752,7.8248,TP
46092,46163,long,2024-11-23 10:10:00+00:00,98614.7,98336.07,100843.78,-1.0,0.4247,-1.4247,SL
46218,46406,long,2024-11-23 20:40:00+00:00,97764.1,97121.18,102907.45,-1.0,0.1825,-1.1825,SL
47236,47247,short,2024-11-27 09:30:00+00:00,93218.8,93760.27,88887.07,-1.0,0.2066,-1.2066,SL
48234,48374,short,2024-11-30 20:40:00+00:00,96920.1,97202.41,94661.66,-1.0,0.412,-1.412,SL
48429,48432,short,2024-12-01 12:55:00+00:00,96840.0,97107.51,94699.92,-1.0,0.4344,-1.4344,SL
48947,49155,short,2024-12-03 08:05:00+00:00,95695.8,96430.53,89817.93,-1.0,0.1563,-1.1563,SL
49164,49197,short,2024-12-04 02:10:00+00:00,95468.3,96188.39,89707.56,-1.0,0.1591,-1.1591,SL
49356,49694,long,2024-12-04 18:10:00+00:00,95990.1,94543.36,107564.0,-1.0,0.0796,-1.0796,SL
49848,49875,short,2024-12-06 11:10:00+00:00,98083.3,98529.63,94512.65,-1.0,0.2637,-1.2637,SL
50413,50623,long,2024-12-08 10:15:00+00:00,99410.8,98738.16,104791.9,-1.0,0.1774,-1.1774,SL
51590,51674,long,2024-12-12 12:20:00+00:00,100767.1,100221.88,105128.88,-1.0,0.2218,-1.2218,SL
52252,52267,long,2024-12-14 19:30:00+00:00,101317.9,100750.35,105858.31,-1.0,0.2142,-1.2142,SL
54036,54101,short,2024-12-21 00:10:00+00:00,97367.7,97855.06,93468.84,-1.0,0.2397,-1.2397,SL
54748,55069,short,2024-12-23 11:30:00+00:00,95880.8,96596.5,90155.2,-1.0,0.1608,-1.1608,SL
56422,56487,long,2024-12-29 07:00:00+00:00,95152.8,94899.51,97179.16,-1.0,0.4508,-1.4508,SL
60257,60287,long,2025-01-11 14:35:00+00:00,94451.3,94168.04,96717.4,-1.0,0.4001,-1.4001,SL
60505,60635,long,2025-01-12 11:15:00+00:00,94226.5,93965.94,96310.98,-1.0,0.434,-1.434,SL
63239,63731,short,2025-01-21 23:05:00+00:00,105898.2,106576.87,100468.84,-1.0,0.1872,-1.1872,SL
64161,64184,long,2025-01-25 03:55:00+00:00,105146.5,104308.69,111849.0,-1.0,0.1506,-1.1506,SL
64243,64677,long,2025-01-25 10:45:00+00:00,104547.9,103976.42,109119.74,-1.0,0.2195,-1.2195,SL
67672,67679,short,2025-02-06 08:30:00+00:00,97929.7,98398.2,94181.7,-1.0,0.2508,-1.2508,SL
67708,68026,short,2025-02-06 11:30:00+00:00,98387.9,99134.74,92413.21,-1.0,0.1581,-1.1581,SL
68395,68447,short,2025-02-08 20:45:00+00:00,96334.8,96679.48,93577.34,-1.0,0.3354,-1.3354,SL
68991,69175,long,2025-02-10 22:25:00+00:00,97456.0,97007.5,101044.04,-1.0,0.2607,-1.2607,SL
69339,69400,short,2025-02-12 03:25:00+00:00,95654.0,96286.59,90593.28,-1.0,0.1815,-1.1815,SL
71469,71487,short,2025-02-19 12:55:00+00:00,96157.2,96492.9,93471.63,-1.0,0.3437,-1.3437,SL
74846,74914,short,2025-03-03 06:20:00+00:00,92770.2,93217.82,89189.2,-1.0,0.2487,-1.2487,SL
75393,75444,short,2025-03-05 03:55:00+00:00,86829.0,87765.78,79334.78,-1.0,0.1112,-1.1112,SL
76517,76690,short,2025-03-09 01:35:00+00:00,86120.1,86548.66,82691.6,8.0,0.2411,7.7589,TP
77735,77799,short,2025-03-13 07:05:00+00:00,83132.0,83583.5,79520.0,-1.0,0.2209,-1.2209,SL
78019,78029,short,2025-03-14 06:45:00+00:00,81892.0,82117.94,80084.51,-1.0,0.4349,-1.4349,SL
79902,80045,long,2025-03-20 19:40:00+00:00,84319.0,83791.12,88542.0,-1.0,0.1917,-1.1917,SL
80261,80305,short,2025-03-22 01:35:00+00:00,83987.9,84353.17,81065.75,-1.0,0.2759,-1.2759,SL
80421,80460,short,2025-03-22 14:55:00+00:00,83966.7,84255.87,81653.33,-1.0,0.3484,-1.3484,SL
80479,80657,short,2025-03-22 19:45:00+00:00,84120.1,84363.78,82170.66,-1.0,0.4142,-1.4142,SL
81811,81939,short,2025-03-27 10:45:00+00:00,87128.8,87657.57,82898.64,-1.0,0.1977,-1.1977,SL
84583,84771,short,2025-04-06 01:45:00+00:00,83385.8,83627.74,81450.25,8.0,0.4136,7.5864,TP
85237,85276,short,2025-04-08 08:15:00+00:00,79103.6,79713.23,74226.53,-1.0,0.1557,-1.1557,SL
85310,85633,short,2025-04-08 14:20:00+00:00,79534.4,80430.35,72366.8,-1.0,0.1065,-1.1065,SL
87169,87372,long,2025-04-15 01:15:00+00:00,84704.7,84226.39,88531.19,-1.0,0.2125,-1.2125,SL
87614,87655,long,2025-04-16 14:20:00+00:00,84382.5,83693.22,89896.72,-1.0,0.1469,-1.1469,SL
87960,88472,short,2025-04-17 19:10:00+00:00,84904.9,85448.16,80558.8,-1.0,0.1875,-1.1875,SL
91060,91879,short,2025-04-28 13:30:00+00:00,94743.4,95660.36,87407.68,-1.0,0.124,-1.124,SL
92489,92620,long,2025-05-03 12:35:00+00:00,96065.8,95733.07,98727.63,-1.0,0.3465,-1.3465,SL
93449,93465,short,2025-05-06 20:35:00+00:00,94597.7,95175.08,89978.66,-1.0,0.1966,-1.1966,SL
99426,99438,short,2025-05-27 14:40:00+00:00,109592.9,110141.23,105206.25,-1.0,0.2398,-1.2398,SL
99549,99560,long,2025-05-28 00:55:00+00:00,109131.9,108551.54,113774.78,-1.0,0.2257,-1.2257,SL
100797,100800,long,2025-06-01 08:55:00+00:00,104346.0,104069.13,106560.99,-1.0,0.4522,-1.4522,SL
101653,101696,long,2025-06-04 08:15:00+00:00,105454.3,105101.29,108278.35,-1.0,0.3585,-1.3585,SL
101733,101796,long,2025-06-04 14:55:00+00:00,104982.6,104572.62,108262.42,-1.0,0.3073,-1.3073,SL
102836,103247,long,2025-06-08 10:50:00+00:00,105305.8,104819.78,109194.0,8.0,0.26,7.74,TP
103824,103828,long,2025-06-11 21:10:00+00:00,109169.6,108392.7,115384.81,-1.0,0.1686,-1.1686,SL
103862,103863,long,2025-06-12 00:20:00+00:00,108700.1,108407.18,111043.43,-1.0,0.4453,-1.4453,SL
105335,105383,long,2025-06-17 03:05:00+00:00,107514.6,106652.54,114411.07,-1.0,0.1497,-1.1497,SL
106828,107244,short,2025-06-22 07:30:00+00:00,102389.7,103001.6,97494.51,-1.0,0.2008,-1.2008,SL
108243,108265,short,2025-06-27 05:25:00+00:00,107275.8,107614.91,104562.94,-1.0,0.3796,-1.3796,SL
109234,109417,long,2025-06-30 16:00:00+00:00,107445.4,106570.32,114446.02,-1.0,0.1473,-1.1473,SL
109423,109441,long,2025-07-01 07:45:00+00:00,106955.4,106509.88,110519.53,-1.0,0.2881,-1.2881,SL
109499,109505,long,2025-07-01 14:05:00+00:00,106971.7,106138.76,113635.26,-1.0,0.1541,-1.1541,SL
109829,110017,short,2025-07-02 17:35:00+00:00,108960.1,109850.64,101835.77,-1.0,0.1468,-1.1468,SL
111518,111778,short,2025-07-08 14:20:00+00:00,108364.0,109132.82,102213.41,-1.0,0.1691,-1.1691,SL
112511,112650,long,2025-07-12 01:05:00+00:00,117616.1,117261.92,120449.53,-1.0,0.3985,-1.3985,SL
113506,113513,long,2025-07-15 12:00:00+00:00,117221.6,116623.16,122009.12,-1.0,0.2351,-1.2351,SL
113674,113711,short,2025-07-16 02:00:00+00:00,117459.0,117989.27,113216.83,-1.0,0.2658,-1.2658,SL
114178,114190,short,2025-07-17 20:00:00+00:00,118793.7,120010.79,109056.97,-1.0,0.1171,-1.1171,SL
114734,114743,long,2025-07-19 18:20:00+00:00,117979.0,117619.96,120851.3,-1.0,0.3943,-1.3943,SL
114750,114764,long,2025-07-19 19:40:00+00:00,118131.6,117711.97,121488.64,-1.0,0.3378,-1.3378,SL
114815,115066,long,2025-07-20 01:05:00+00:00,118017.3,117596.99,121379.82,-1.0,0.3369,-1.3369,SL
115791,115824,long,2025-07-23 10:25:00+00:00,118285.2,117741.04,122638.47,-1.0,0.2608,-1.2608,SL
115845,116038,long,2025-07-23 14:55:00+00:00,118218.8,117182.7,126507.6,-1.0,0.1369,-1.1369,SL
116975,117311,long,2025-07-27 13:05:00+00:00,118121.0,117855.53,120244.79,-1.0,0.5339,-1.5339,SL
119800,119835,short,2025-08-06 08:30:00+00:00,113919.5,114346.23,110505.64,-1.0,0.3203,-1.3203,SL
120055,120111,long,2025-08-07 05:45:00+00:00,114513.1,114323.46,116030.2,8.0,0.7246,7.2754,TP
120877,120890,long,2025-08-10 02:15:00+00:00,116663.7,116425.36,118570.44,8.0,0.5874,7.4126,TP
122438,123187,short,2025-08-15 12:20:00+00:00,118766.5,119199.08,115305.86,8.0,0.3295,7.6705,TP
124018,124040,short,2025-08-21 00:00:00+00:00,114150.9,114679.56,109921.58,-1.0,0.2591,-1.2591,SL
124411,124473,short,2025-08-22 08:45:00+00:00,112930.1,113393.28,109224.66,-1.0,0.2926,-1.2926,SL
126983,127017,long,2025-08-31 07:05:00+00:00,108748.6,108364.13,111824.38,-1.0,0.3394,-1.3394,SL
128336,128359,short,2025-09-04 23:50:00+00:00,110689.1,111024.71,108004.19,-1.0,0.3958,-1.3958,SL
130794,130807,long,2025-09-13 12:40:00+00:00,115980.8,115691.89,118292.06,-1.0,0.4817,-1.4817,SL
130943,131044,short,2025-09-14 01:05:00+00:00,115758.3,116063.55,113316.32,-1.0,0.4551,-1.4551,SL
131126,131218,long,2025-09-14 16:20:00+00:00,115381.0,115020.16,118267.68,-1.0,0.3837,-1.3837,SL
131296,131711,short,2025-09-15 06:30:00+00:00,116221.6,116567.95,113450.79,-1.0,0.4027,-1.4027,SL
132985,133059,long,2025-09-21 03:15:00+00:00,115579.1,115306.28,117761.67,-1.0,0.5084,-1.5084,SL
133065,133140,long,2025-09-21 09:55:00+00:00,115635.3,115404.38,117482.66,-1.0,0.6009,-1.6009,SL
133643,133691,short,2025-09-23 10:05:00+00:00,112897.2,113237.92,110171.4,-1.0,0.3976,-1.3976,SL
133976,133985,short,2025-09-24 13:50:00+00:00,112888.5,113245.13,110035.44,-1.0,0.3798,-1.3798,SL
134502,134552,short,2025-09-26 09:40:00+00:00,109367.7,109756.15,106260.13,-1.0,0.3379,-1.3379,SL
134614,135153,short,2025-09-26 19:00:00+00:00,109488.9,110087.68,104698.68,-1.0,0.2194,-1.2194,SL
136988,137006,short,2025-10-05 00:50:00+00:00,122149.4,122502.38,119325.56,-1.0,0.4153,-1.4153,SL
137609,137629,long,2025-10-07 04:35:00+00:00,124538.2,124035.84,128557.08,-1.0,0.2975,-1.2975,SL
137705,137717,long,2025-10-07 12:35:00+00:00,124501.3,123995.88,128544.66,-1.0,0.2956,-1.2956,SL
138258,138306,long,2025-10-09 10:40:00+00:00,122163.6,120958.92,131801.04,-1.0,0.1217,-1.1217,SL
138915,138935,long,2025-10-11 17:25:00+00:00,112071.3,111597.99,115857.78,-1.0,0.2841,-1.2841,SL
139099,139112,short,2025-10-12 08:45:00+00:00,111407.8,111833.62,108001.22,-1.0,0.314,-1.314,SL
139159,139171,short,2025-10-12 13:45:00+00:00,111353.8,112379.27,103150.06,-1.0,0.1303,-1.1303,SL
139565,139692,short,2025-10-13 23:35:00+00:00,115301.0,115885.87,110622.04,8.0,0.2366,7.7634,TP
140714,141126,short,2025-10-17 23:20:00+00:00,106677.0,107508.0,100029.0,-1.0,0.154,-1.154,SL
142041,142045,long,2025-10-22 13:55:00+00:00,108734.5,107458.83,118939.83,-1.0,0.1023,-1.1023,SL
146804,147230,short,2025-11-08 02:50:00+00:00,102711.1,103348.24,97613.94,-1.0,0.1934,-1.1934,SL
147774,147784,long,2025-11-11 11:40:00+00:00,105437.2,104827.07,110318.26,-1.0,0.2074,-1.2074,SL
148892,148955,short,2025-11-15 08:50:00+00:00,95715.3,96424.73,90039.87,-1.0,0.1619,-1.1619,SL
149210,149676,short,2025-11-16 11:20:00+00:00,95694.3,96302.71,90827.05,8.0,0.1887,7.8113,TP
150812,151104,short,2025-11-22 00:50:00+00:00,84604.8,85576.49,76831.27,-1.0,0.1045,-1.1045,SL
152097,152099,long,2025-11-26 11:55:00+00:00,87047.2,86528.38,91197.72,-1.0,0.2013,-1.2013,SL
152118,152254,long,2025-11-26 13:40:00+00:00,86965.9,86499.71,90695.39,8.0,0.2239,7.7761,TP
152960,153035,long,2025-11-29 11:50:00+00:00,90618.2,90235.47,93680.01,-1.0,0.2841,-1.2841,SL
153047,153393,long,2025-11-29 19:05:00+00:00,90735.0,90222.49,94835.1,-1.0,0.2124,-1.2124,SL
154935,155004,short,2025-12-06 08:25:00+00:00,89246.1,89759.67,85137.54,-1.0,0.2085,-1.2085,SL
155129,155281,long,2025-12-07 00:35:00+00:00,89478.9,88785.53,95025.9,-1.0,0.1549,-1.1549,SL
155627,155760,long,2025-12-08 18:05:00+00:00,90301.5,89531.38,96462.47,-1.0,0.1407,-1.1407,SL
156443,156448,short,2025-12-11 14:05:00+00:00,90015.9,90390.3,87020.7,-1.0,0.2885,-1.2885,SL
157196,157277,short,2025-12-14 04:50:00+00:00,90183.6,90362.27,88754.22,8.0,0.6057,7.3943,TP
158732,158753,short,2025-12-19 12:50:00+00:00,87879.9,88429.44,83483.57,-1.0,0.1919,-1.1919,SL
158787,159270,short,2025-12-19 17:25:00+00:00,87579.1,88904.82,76973.37,-1.0,0.0793,-1.0793,SL
160298,160490,short,2025-12-24 23:20:00+00:00,87638.3,88075.99,84136.8,-1.0,0.2403,-1.2403,SL
160961,160969,short,2025-12-27 06:35:00+00:00,87395.0,87569.68,85997.54,-1.0,0.6004,-1.6004,SL
161079,161145,short,2025-12-27 16:25:00+00:00,87440.0,87637.55,85859.6,-1.0,0.5311,-1.5311,SL
161439,161482,long,2025-12-28 22:25:00+00:00,87586.3,87394.42,89121.36,8.0,0.5478,7.4522,TP
164903,165477,long,2026-01-09 23:05:00+00:00,90632.5,90228.58,93863.85,-1.0,0.2693,-1.2693,SL
166511,166527,long,2026-01-15 13:05:00+00:00,96830.0,96496.91,99494.75,-1.0,0.3488,-1.3488,SL
167257,167497,long,2026-01-18 03:15:00+00:00,95037.3,94730.18,97494.3,-1.0,0.3713,-1.3713,SL
168792,168832,long,2026-01-23 11:10:00+00:00,89163.6,88717.99,92728.45,-1.0,0.2401,-1.2401,SL
170440,170503,long,2026-01-29 04:30:00+00:00,88178.9,87825.09,91009.4,-1.0,0.2991,-1.2991,SL
171899,171928,short,2026-02-03 06:05:00+00:00,78013.1,78994.62,70160.97,-1.0,0.0954,-1.0954,SL
173123,174181,long,2026-02-07 12:05:00+00:00,68751.5,67754.78,76725.28,-1.0,0.0828,-1.0828,SL
174404,174434,short,2026-02-11 22:50:00+00:00,67411.6,67817.55,64164.0,-1.0,0.1993,-1.1993,SL
176773,176787,short,2026-02-20 04:15:00+00:00,67150.9,67519.75,64200.08,-1.0,0.2185,-1.2185,SL
176862,177123,short,2026-02-20 11:40:00+00:00,67425.4,68286.02,60540.46,-1.0,0.094,-1.094,SL
177485,177507,long,2026-02-22 15:35:00+00:00,67770.4,67194.94,72374.1,-1.0,0.1413,-1.1413,SL
179481,179514,long,2026-03-01 13:55:00+00:00,66900.0,66003.13,74074.95,-1.0,0.0895,-1.0895,SL
182153,182165,long,2026-03-10 20:35:00+00:00,70250.0,69580.85,75603.2,-1.0,0.126,-1.126,SL
182247,182261,long,2026-03-11 04:25:00+00:00,69945.8,69379.15,74478.99,-1.0,0.1481,-1.1481,SL
182605,182656,long,2026-03-12 10:15:00+00:00,70000.0,69576.45,73388.37,-1.0,0.1983,-1.1983,SL
185726,185782,short,2026-03-23 06:20:00+00:00,68531.1,68943.07,65235.31,-1.0,0.1996,-1.1996,SL
186309,186327,short,2026-03-25 06:55:00+00:00,70956.7,71320.05,68049.91,-1.0,0.2343,-1.2343,SL
186480,186574,long,2026-03-25 21:10:00+00:00,71134.9,70529.4,75978.9,-1.0,0.141,-1.141,SL
187390,187585,long,2026-03-29 01:00:00+00:00,66493.5,66183.75,68971.5,-1.0,0.2576,-1.2576,SL
187830,187971,short,2026-03-30 13:40:00+00:00,67666.9,68071.6,64429.27,-1.0,0.2006,-1.2006,SL
191305,191428,long,2026-04-11 15:15:00+00:00,72766.8,72495.33,74938.54,-1.0,0.3217,-1.3217,SL
194757,194788,long,2026-04-23 14:55:00+00:00,78143.3,77367.46,84350.06,-1.0,0.1209,-1.1209,SL
195290,195503,short,2026-04-25 11:20:00+00:00,77636.7,77864.59,75813.61,-1.0,0.4088,-1.4088,SL
197243,197769,long,2026-05-02 06:05:00+00:00,78206.6,77983.54,79991.09,8.0,0.4207,7.5793,TP
198608,198616,long,2026-05-06 23:50:00+00:00,81395.3,81061.06,84069.24,-1.0,0.2922,-1.2922,SL
198670,198734,long,2026-05-07 05:00:00+00:00,81060.5,80646.47,84372.72,-1.0,0.2349,-1.2349,SL
201227,201255,long,2026-05-16 02:05:00+00:00,79129.5,78940.78,80639.26,-1.0,0.5032,-1.5032,SL
202361,202414,short,2026-05-20 00:35:00+00:00,76645.5,76906.63,74556.46,-1.0,0.3522,-1.3522,SL
202931,202977,short,2026-05-22 00:05:00+00:00,77489.2,77804.93,74963.38,-1.0,0.2945,-1.2945,SL
202994,203310,short,2026-05-22 05:20:00+00:00,77535.0,77848.47,75027.23,8.0,0.2968,7.7032,TP
203603,203617,short,2026-05-24 08:05:00+00:00,76731.8,76937.16,75088.92,-1.0,0.4484,-1.4484,SL
204248,204261,long,2026-05-26 13:50:00+00:00,77152.9,76670.35,81013.28,-1.0,0.1919,-1.1919,SL
204930,205131,short,2026-05-28 22:40:00+00:00,73480.1,73993.92,69369.54,-1.0,0.1716,-1.1716,SL
209273,209306,long,2026-06-13 00:35:00+00:00,63600.0,63413.12,65095.01,-1.0,0.4084,-1.4084,SL
