entry_bar,exit_bar,side,setup,ts,entry,sl,tp1,tp,first_close_r,tp_full_r,gross_r,fee_r,net_r,reason
35252,35252,short,trend,2025-06-25 08:00:00+00:00,106266.15,106524.22,105233.85,105356.37,4.0,3.5253,-1.0,0.4941,-1.4941,SL
35276,35287,short,trend,2025-06-26 08:00:00+00:00,107633.8,107936.7,106422.2,107001.17,4.0,2.0886,-1.0,0.4264,-1.4264,SL
35355,35355,long,trend,2025-06-29 08:00:00+00:00,107279.35,107196.58,107610.45,107463.03,4.0,2.2191,3.0,1.5552,1.4448,TP1+BE
35372,35377,long,sweep,2025-06-30 08:00:00+00:00,107449.0,107109.9,108766.4,108122.52,3.885,1.9862,-1.0,0.3802,-1.3802,SL
35396,35396,long,trend,2025-07-01 08:00:00+00:00,107015.4,106780.7,107954.2,107463.03,4.0,1.9073,-1.0,0.5472,-1.5472,SL
35516,35516,long,trend,2025-07-06 08:00:00+00:00,108044.0,107966.0,108356.0,108454.55,4.0,5.2635,-1.0,1.6622,-2.6622,SL
35540,35540,long,trend,2025-07-07 08:00:00+00:00,109127.45,108850.48,110235.35,109827.64,4.0,2.528,-1.0,0.4728,-1.4728,SL
35588,35590,short,trend,2025-07-09 08:00:00+00:00,108678.2,108885.6,107848.6,108346.13,4.0,1.6011,-1.0,0.6288,-1.6288,SL
35612,35617,short,trend,2025-07-10 08:00:00+00:00,111178.75,111351.73,110486.85,108709.17,4.0,14.2771,3.0,0.7713,2.2287,TP1+BE
35780,35782,long,trend,2025-07-17 08:00:00+00:00,118417.7,118039.95,119928.7,120306.45,4.0,5.0,-1.0,0.3762,-1.3762,SL
35833,35833,long,trend,2025-07-19 08:00:00+00:00,118014.65,117822.72,118782.35,118368.03,4.0,1.8413,-1.0,0.7379,-1.7379,SL
35878,35885,long,trend,2025-07-21 08:00:00+00:00,118150.0,117350.0,121350.0,119360.65,4.0,1.5133,-1.0,0.1772,-1.1772,SL
35900,35900,short,trend,2025-07-22 08:00:00+00:00,117371.55,117995.83,114874.45,116118.8,4.0,2.0067,-1.0,0.2256,-1.2256,SL
35996,35996,short,trend,2025-07-26 08:00:00+00:00,117450.0,117600.0,116850.0,116956.44,4.0,3.2904,-1.0,0.9396,-1.9396,SL
36021,36021,short,trend,2025-07-27 08:00:00+00:00,118125.65,118284.67,117489.55,117761.3,4.0,2.2911,-1.0,0.8914,-1.8914,SL
36092,36094,short,sweep,2025-07-30 08:00:00+00:00,118350.0,118604.45,117371.4,117773.99,3.8459,2.2638,3.4504,0.5581,2.8923,TP1+TP
36140,36143,short,trend,2025-08-01 08:00:00+00:00,115119.95,115559.92,113360.05,108709.17,4.0,14.5708,-1.0,0.314,-1.314,SL
36164,36164,short,trend,2025-08-02 08:00:00+00:00,113580.7,113796.05,112719.3,108709.17,4.0,22.6215,-1.0,0.6329,-1.6329,SL
36188,36190,short,sweep,2025-08-03 08:00:00+00:00,113658.3,114117.3,111870.0,108709.17,3.8961,10.7824,-1.0,0.2971,-1.2971,SL
36212,36216,short,trend,2025-08-04 08:00:00+00:00,114519.8,114747.55,113608.8,114126.5,4.0,1.7269,-1.0,0.6034,-1.6034,SL
36236,36236,short,trend,2025-08-05 08:00:00+00:00,114356.2,114720.2,112900.2,108709.17,4.0,15.5138,-1.0,0.377,-1.377,SL
36260,36260,short,trend,2025-08-06 08:00:00+00:00,113849.4,114124.0,112751.0,112635.25,4.0,4.4215,-1.0,0.4975,-1.4975,SL
36339,36342,long,trend,2025-08-09 08:00:00+00:00,116613.6,116450.9,117264.4,117659.55,4.0,6.4287,-1.0,0.8601,-1.8601,SL
36358,36373,long,trend,2025-08-10 08:00:00+00:00,117916.8,117158.4,120950.4,119361.07,4.0,1.9044,3.4761,0.1866,3.2895,TP1+TP
36382,36383,long,trend,2025-08-11 08:00:00+00:00,120692.85,119828.78,124149.15,125013.22,4.0,5.0,-1.0,0.1676,-1.1676,SL
36404,36404,long,trend,2025-08-12 08:00:00+00:00,118840.0,118621.5,119714.0,119324.04,4.0,2.2153,-1.0,0.6527,-1.6527,SL
36452,36452,long,trend,2025-08-14 08:00:00+00:00,122962.9,122158.75,126179.5,126983.65,4.0,5.0,-1.0,0.1835,-1.1835,SL
36479,36480,long,trend,2025-08-15 08:00:00+00:00,118592.95,118285.42,119823.05,119324.04,4.0,2.3773,-1.0,0.4628,-1.4628,SL
36500,36500,long,trend,2025-08-16 08:00:00+00:00,117517.35,117347.43,118197.05,117826.83,4.0,1.8213,-1.0,0.8299,-1.8299,SL
36573,36580,short,trend,2025-08-19 08:00:00+00:00,115487.15,116084.52,113097.65,114126.78,4.0,2.2772,3.5693,0.232,3.3373,TP1+TP
36596,36596,short,trend,2025-08-20 08:00:00+00:00,113168.75,113493.12,111871.25,112596.83,4.0,1.7631,-1.0,0.4187,-1.4187,SL
36644,36647,short,trend,2025-08-22 08:00:00+00:00,112888.55,113194.22,111665.85,111907.6,4.0,3.2091,3.8023,0.4432,3.3591,TP1+TP
36716,36720,long,sweep,2025-08-25 08:00:00+00:00,111376.6,110778.5,113649.9,114071.3,3.8009,4.5054,-1.0,0.2235,-1.2235,SL
36836,36842,short,sweep,2025-08-30 08:00:00+00:00,108548.1,108882.55,107300.0,107797.77,3.7318,2.2435,-1.0,0.3895,-1.3895,SL
36860,36869,short,trend,2025-08-31 08:00:00+00:00,108949.5,109196.75,107960.5,108553.3,4.0,1.6024,-1.0,0.5288,-1.5288,SL
36884,36884,short,trend,2025-09-01 08:00:00+00:00,108298.25,108846.38,106105.75,107435.65,4.0,1.5737,-1.0,0.2371,-1.2371,SL
36908,36911,short,sweep,2025-09-02 08:00:00+00:00,110332.8,110769.05,108850.0,108553.3,3.399,4.0791,3.569,0.3035,3.2655,TP1+TP
36932,36933,short,trend,2025-09-03 08:00:00+00:00,111124.2,111447.9,109829.4,110327.13,4.0,2.4624,-1.0,0.412,-1.412,SL
36969,36970,short,trend,2025-09-04 08:00:00+00:00,111173.55,111655.93,109244.05,110426.87,4.0,1.5479,-1.0,0.2766,-1.2766,SL
37004,37004,long,trend,2025-09-06 08:00:00+00:00,110881.7,110693.55,111634.3,111235.3,4.0,1.8794,-1.0,0.7072,-1.7072,SL
37081,37081,long,trend,2025-09-09 08:00:00+00:00,112149.0,111604.45,114327.2,113411.92,4.0,2.3192,-1.0,0.2471,-1.2471,SL
37198,37200,long,trend,2025-09-14 08:00:00+00:00,115718.85,115549.43,116396.55,116075.38,4.0,2.1044,-1.0,0.8196,-1.8196,SL
37220,37220,long,trend,2025-09-15 08:00:00+00:00,115751.45,115246.53,117771.15,116807.12,4.0,2.0907,-1.0,0.2751,-1.2751,SL
37244,37246,long,trend,2025-09-16 08:00:00+00:00,115435.05,115161.52,116529.15,116077.8,4.0,2.3499,-1.0,0.5064,-1.5064,SL
37316,37316,long,trend,2025-09-19 08:00:00+00:00,116996.3,116785.65,117838.9,117844.54,4.0,4.0268,-1.0,0.6665,-1.6665,SL
37340,37355,long,trend,2025-09-20 08:00:00+00:00,115651.0,115505.5,116233.0,116065.84,4.0,2.8511,-1.0,0.9538,-1.9538,SL
37364,37364,long,trend,2025-09-21 08:00:00+00:00,115582.5,115486.25,115967.5,116056.23,4.0,4.9219,-1.0,1.441,-2.441,SL
37388,37388,long,trend,2025-09-22 08:00:00+00:00,113420.1,112460.05,117260.3,114892.96,4.0,1.5341,-1.0,0.1418,-1.1418,SL
37420,37420,long,trend,2025-09-23 08:00:00+00:00,112243.4,111826.7,113910.2,112908.4,4.0,1.5959,-1.0,0.3232,-1.3232,SL
37532,37536,short,trend,2025-09-28 08:00:00+00:00,109463.85,109605.43,108897.55,108972.8,4.0,3.4685,-1.0,0.9278,-1.9278,SL
37556,37559,short,sweep,2025-09-29 08:00:00+00:00,112051.0,112249.77,111487.2,111469.88,2.8364,2.9235,-1.0,0.6764,-1.6764,SL
37628,37630,long,trend,2025-10-02 08:00:00+00:00,118809.35,118506.03,120022.65,119321.85,4.0,1.6896,-1.0,0.47,-1.47,SL
37652,37657,long,sweep,2025-10-03 08:00:00+00:00,119979.0,119741.73,120506.0,120978.37,2.2211,4.2118,1.6658,0.6068,1.059,TP1+BE
37676,37678,long,trend,2025-10-04 08:00:00+00:00,122197.85,121912.93,123337.55,123622.48,4.0,5.0,-1.0,0.5147,-1.5147,SL
37700,37700,long,trend,2025-10-05 08:00:00+00:00,123966.15,123024.38,127733.25,128675.02,4.0,5.0,-1.0,0.158,-1.158,SL
37748,37751,long,sweep,2025-10-07 08:00:00+00:00,123801.0,123418.7,125029.2,124451.1,3.2127,1.7005,2.8346,0.3886,2.446,TP1+TP
37820,37820,short,trend,2025-10-10 08:00:00+00:00,121335.85,121592.78,120308.15,119689.5,4.0,6.4079,-1.0,0.5667,-1.5667,SL
37844,37848,short,trend,2025-10-11 08:00:00+00:00,111664.9,112472.35,108435.1,110223.57,4.0,1.785,-1.0,0.166,-1.166,SL
37868,37868,short,trend,2025-10-12 08:00:00+00:00,110812.8,111467.6,108193.6,109354.77,4.0,2.2267,-1.0,0.2031,-1.2031,SL
38012,38014,short,trend,2025-10-18 08:00:00+00:00,106868.1,107172.3,105651.3,106050.87,4.0,2.6865,-1.0,0.4216,-1.4216,SL
38036,38036,short,trend,2025-10-19 08:00:00+00:00,106917.9,107126.85,106082.1,106436.09,4.0,2.3059,-1.0,0.614,-1.614,SL
38204,38204,short,trend,2025-10-26 08:00:00+00:00,111539.8,111715.8,110835.8,111025.18,4.0,2.924,-1.0,0.7605,-1.7605,SL
38228,38257,short,trend,2025-10-27 08:00:00+00:00,115324.6,115848.95,113227.2,114195.44,4.0,2.1535,-1.0,0.2639,-1.2639,SL
38300,38300,short,trend,2025-10-30 08:00:00+00:00,109707.05,110639.47,105977.35,108215.6,4.0,1.5995,-1.0,0.1412,-1.1412,SL
38324,38324,short,trend,2025-10-31 08:00:00+00:00,109262.3,109781.95,107183.7,108215.6,4.0,2.0142,-1.0,0.2523,-1.2523,SL
38348,38354,short,trend,2025-11-01 08:00:00+00:00,109935.1,110236.15,108730.9,109481.0,4.0,1.5084,-1.0,0.4382,-1.4382,SL
38372,38372,short,trend,2025-11-02 08:00:00+00:00,110405.65,110697.57,109237.95,109809.0,4.0,2.0438,-1.0,0.4538,-1.4538,SL
38499,38500,short,trend,2025-11-07 08:00:00+00:00,101588.75,102041.77,99776.65,100765.33,4.0,1.8176,-1.0,0.2691,-1.2691,SL
38588,38588,long,trend,2025-11-11 08:00:00+00:00,106083.5,105384.75,108878.5,107317.99,4.0,1.7667,-1.0,0.1822,-1.1822,SL
38618,38618,long,trend,2025-11-12 08:00:00+00:00,103126.7,102876.5,104127.5,103721.44,4.0,2.3771,-1.0,0.4946,-1.4946,SL
38640,38642,long,trend,2025-11-13 08:00:00+00:00,102443.45,101649.23,105620.35,103721.44,4.0,1.6091,-1.0,0.1548,-1.1548,SL
38684,38688,short,trend,2025-11-15 08:00:00+00:00,95644.35,96210.68,93379.05,94558.86,4.0,1.9167,-1.0,0.2027,-1.2027,SL
38708,38708,short,trend,2025-11-16 08:00:00+00:00,95465.5,95817.8,94056.3,94797.33,4.0,1.8966,-1.0,0.3252,-1.3252,SL
38732,38736,short,sweep,2025-11-17 08:00:00+00:00,95582.3,96113.43,93723.0,94558.86,3.5007,1.9269,3.1072,0.216,2.8913,TP1+TP
38756,38757,short,trend,2025-11-18 08:00:00+00:00,90787.95,91560.38,87698.25,89421.3,4.0,1.7693,-1.0,0.141,-1.141,SL
38780,38786,short,trend,2025-11-19 08:00:00+00:00,91461.1,92205.55,88483.3,89421.3,4.0,2.74,-1.0,0.1474,-1.1474,SL
38808,38810,short,trend,2025-11-20 08:00:00+00:00,92150.0,92650.0,90150.0,91132.04,4.0,2.0359,3.509,0.2212,3.2878,TP1+TP
38832,38868,short,trend,2025-11-21 08:00:00+00:00,84380.4,85920.2,78221.2,82013.85,4.0,1.5369,-1.0,0.0658,-1.0658,SL
38876,38876,short,trend,2025-11-23 08:00:00+00:00,85741.5,86295.75,83524.5,84627.05,4.0,2.0107,-1.0,0.1856,-1.1856,SL
38907,38907,short,trend,2025-11-24 08:00:00+00:00,86961.0,87493.65,84830.4,86028.75,4.0,1.7502,-1.0,0.1959,-1.1959,SL
38932,38934,short,trend,2025-11-25 08:00:00+00:00,87892.2,88194.1,86684.6,86638.1,4.0,4.154,4.0385,0.3494,3.6891,TP1+TP
38998,39000,long,trend,2025-11-28 08:00:00+00:00,91143.45,90873.38,92223.75,91874.25,4.0,2.7059,3.6765,0.405,3.2715,TP1+TP
39020,39020,long,trend,2025-11-29 08:00:00+00:00,90667.15,90465.07,91475.45,91199.25,4.0,2.6332,-1.0,0.5384,-1.5384,SL
39058,39058,long,trend,2025-11-30 08:00:00+00:00,90720.9,90565.45,91342.7,91175.8,4.0,2.9263,-1.0,0.7003,-1.7003,SL
39092,39093,short,trend,2025-12-02 08:00:00+00:00,86736.75,87030.93,85560.05,86067.32,4.0,2.2756,-1.0,0.3538,-1.3538,SL
39116,39117,short,trend,2025-12-03 08:00:00+00:00,92438.05,93184.58,89451.95,91132.04,4.0,1.7495,-1.0,0.1486,-1.1486,SL
39140,39145,short,trend,2025-12-04 08:00:00+00:00,93338.95,93698.53,91900.65,92542.9,4.0,2.2139,3.5535,0.3115,3.242,TP1+TP
39212,39212,long,trend,2025-12-07 08:00:00+00:00,89438.45,89282.67,90061.55,89788.5,4.0,2.2472,-1.0,0.689,-1.689,SL
39241,39242,long,trend,2025-12-08 08:00:00+00:00,90829.85,90321.98,92861.35,91657.22,4.0,1.6291,-1.0,0.2146,-1.2146,SL
39260,39260,short,trend,2025-12-09 08:00:00+00:00,90107.15,90457.38,88706.25,89470.1,4.0,1.819,-1.0,0.3087,-1.3087,SL
39308,39311,long,trend,2025-12-11 08:00:00+00:00,90696.85,90016.68,93417.55,91901.53,4.0,1.7711,-1.0,0.16,-1.16,SL
39356,39357,short,sweep,2025-12-13 08:00:00+00:00,90419.3,90509.0,90069.7,90080.1,3.8974,3.7815,-1.0,1.2096,-2.2096,SL
39454,39456,short,trend,2025-12-17 08:00:00+00:00,87048.4,87489.45,85284.2,86303.6,4.0,1.6887,-1.0,0.2368,-1.2368,SL
39476,39476,short,trend,2025-12-18 08:00:00+00:00,86345.55,86613.22,85274.85,85777.55,4.0,2.122,-1.0,0.3871,-1.3871,SL
39524,39533,short,trend,2025-12-20 08:00:00+00:00,88228.8,88384.35,87606.6,87985.45,4.0,1.5644,-1.0,0.6806,-1.6806,SL
39548,39548,short,trend,2025-12-21 08:00:00+00:00,88103.35,88248.68,87522.05,87679.3,4.0,2.9179,-1.0,0.7275,-1.7275,SL
39572,39572,short,sweep,2025-12-22 08:00:00+00:00,89300.9,89741.38,87844.9,87907.12,3.3055,3.1643,-1.0,0.2433,-1.2433,SL
39620,39625,long,sweep,2025-12-24 08:00:00+00:00,86746.6,86479.55,87800.0,87362.55,3.9446,2.3065,-1.0,0.3898,-1.3898,SL
39692,39692,short,trend,2025-12-27 08:00:00+00:00,87435.05,87552.52,86965.15,86927.9,4.0,4.3171,-1.0,0.8931,-1.8931,SL
39788,39793,long,trend,2025-12-31 08:00:00+00:00,88487.95,88307.28,89210.65,88844.35,4.0,1.9726,-1.0,0.5877,-1.5877,SL
39886,39894,long,trend,2026-01-04 08:00:00+00:00,91187.75,90893.82,92363.45,91887.03,4.0,2.3791,-1.0,0.3723,-1.3723,SL
39908,39916,long,trend,2026-01-05 08:00:00+00:00,92432.5,91950.75,94359.5,93174.37,4.0,1.5399,3.385,0.2302,3.1547,TP1+TP
39932,39932,long,trend,2026-01-06 08:00:00+00:00,93585.5,93320.05,94647.3,94357.81,4.0,2.9094,-1.0,0.4231,-1.4231,SL
39956,39956,long,trend,2026-01-07 08:00:00+00:00,92958.0,92579.7,94471.2,93790.88,4.0,2.2016,-1.0,0.2949,-1.2949,SL
39980,39980,long,trend,2026-01-08 08:00:00+00:00,90613.95,90100.23,92668.85,91661.19,4.0,2.0385,-1.0,0.2117,-1.2117,SL
40004,40004,long,trend,2026-01-09 08:00:00+00:00,91148.5,90924.1,92046.1,91654.09,4.0,2.2531,-1.0,0.4874,-1.4874,SL
40033,40037,long,trend,2026-01-10 08:00:00+00:00,90565.85,90469.78,90950.15,90858.57,4.0,3.0468,-1.0,1.1312,-2.1312,SL
40224,40224,long,trend,2026-01-18 08:00:00+00:00,95018.2,94917.3,95421.8,95491.14,4.0,4.6872,-1.0,1.13,-2.13,SL
40292,40297,short,trend,2026-01-21 08:00:00+00:00,89150.9,89625.25,87253.5,87823.25,4.0,2.7989,-1.0,0.2255,-1.2255,SL
40316,40320,short,trend,2026-01-22 08:00:00+00:00,89873.95,90105.92,88946.05,89470.03,4.0,1.7412,-1.0,0.4649,-1.4649,SL
40346,40346,short,trend,2026-01-23 08:00:00+00:00,89708.0,89885.35,88998.6,89215.04,4.0,2.7796,3.0,0.607,2.393,TP1+BE
40443,40443,short,trend,2026-01-27 08:00:00+00:00,88563.85,88770.78,87736.15,88051.05,4.0,2.4782,-1.0,0.5136,-1.5136,SL
40460,40460,short,trend,2026-01-28 08:00:00+00:00,89130.2,89295.3,88469.8,88836.77,4.0,1.7773,-1.0,0.6478,-1.6478,SL
40556,40556,short,trend,2026-02-01 08:00:00+00:00,78612.7,79000.6,77061.1,75656.92,4.0,7.62,-1.0,0.2432,-1.2432,SL
40580,40580,short,trend,2026-02-02 08:00:00+00:00,76372.6,77275.25,72762.0,74517.56,4.0,2.0551,-1.0,0.1015,-1.1015,SL
40604,40604,short,trend,2026-02-03 08:00:00+00:00,78388.9,78783.3,76811.3,75656.92,4.0,6.9269,-1.0,0.2385,-1.2385,SL
40628,40633,short,trend,2026-02-04 08:00:00+00:00,76202.6,76596.9,74625.4,74517.56,4.0,4.2735,4.0684,0.2319,3.8365,TP1+TP
40652,40658,short,trend,2026-02-05 08:00:00+00:00,71698.9,72505.5,68472.5,70429.3,4.0,1.574,3.3935,0.1067,3.2868,TP1+TP
40676,40676,short,trend,2026-02-06 08:00:00+00:00,63343.95,65071.92,56432.05,60724.57,4.0,1.5159,-1.0,0.044,-1.044,SL
40703,40723,short,trend,2026-02-07 08:00:00+00:00,69480.25,70566.73,65134.35,67516.12,4.0,1.8078,-1.0,0.0767,-1.0767,SL
40756,40759,short,trend,2026-02-09 08:00:00+00:00,70718.2,71068.3,69317.8,70114.9,4.0,1.7232,-1.0,0.2424,-1.2424,SL
40796,40796,long,trend,2026-02-11 08:00:00+00:00,67883.65,67192.57,70647.95,69027.03,4.0,1.6545,-1.0,0.1179,-1.1179,SL
40820,40826,long,trend,2026-02-12 08:00:00+00:00,67323.3,66975.0,68716.5,67958.9,4.0,1.8249,-1.0,0.2319,-1.2319,SL
40868,40868,short,trend,2026-02-14 08:00:00+00:00,69003.55,69159.77,68378.65,68598.37,4.0,2.5935,-1.0,0.53,-1.53,SL
40892,40896,short,sweep,2026-02-15 08:00:00+00:00,70407.3,70832.18,69200.0,69596.6,2.8415,1.9081,2.6082,0.1989,2.4093,TP1+TP
40988,40988,short,trend,2026-02-19 08:00:00+00:00,66805.95,67056.92,65802.05,66260.8,4.0,2.1721,-1.0,0.3194,-1.3194,SL
41012,41012,short,trend,2026-02-20 08:00:00+00:00,67461.55,67730.77,66384.65,66850.95,4.0,2.268,-1.0,0.3007,-1.3007,SL
41036,41036,short,trend,2026-02-21 08:00:00+00:00,67793.35,67934.53,67228.65,67515.56,4.0,1.9677,-1.0,0.5762,-1.5762,SL
41060,41061,short,trend,2026-02-22 08:00:00+00:00,67968.95,68077.67,67534.05,67777.62,4.0,1.7597,-1.0,0.7502,-1.7502,SL
41228,41228,long,trend,2026-03-01 08:00:00+00:00,67078.2,66525.7,69288.2,67953.23,4.0,1.5838,-1.0,0.1457,-1.1457,SL
41324,41329,long,trend,2026-03-05 08:00:00+00:00,72491.55,72112.33,74008.45,73440.95,4.0,2.5035,-1.0,0.2294,-1.2294,SL
41348,41348,long,trend,2026-03-06 08:00:00+00:00,70742.3,70421.2,72026.7,71328.67,4.0,1.8261,-1.0,0.2644,-1.2644,SL
41372,41377,long,trend,2026-03-07 08:00:00+00:00,67968.75,67684.73,69104.85,68498.58,4.0,1.8654,-1.0,0.2872,-1.2872,SL
41399,41405,long,trend,2026-03-08 08:00:00+00:00,66964.7,66722.35,67934.1,67563.28,4.0,2.4699,-1.0,0.3316,-1.3316,SL
41444,41444,short,trend,2026-03-10 08:00:00+00:00,69477.5,70038.75,67232.5,68616.55,4.0,1.534,-1.0,0.1485,-1.1485,SL
41472,41472,short,trend,2026-03-11 08:00:00+00:00,69778.8,70008.9,68858.4,69419.1,4.0,1.5632,-1.0,0.3639,-1.3639,SL
41568,41577,long,trend,2026-03-15 08:00:00+00:00,71315.95,71063.92,72324.05,71882.72,4.0,2.2489,3.5622,0.3396,3.2226,TP1+TP
41588,41616,long,trend,2026-03-16 08:00:00+00:00,73357.25,72791.77,75619.15,76904.07,4.0,6.2723,3.0,0.1557,2.8443,TP1+BE
41636,41637,long,trend,2026-03-18 08:00:00+00:00,74051.85,73757.68,75228.55,74494.0,4.0,1.503,-1.0,0.3021,-1.3021,SL
41660,41660,long,trend,2026-03-19 08:00:00+00:00,70510.55,69971.72,72665.85,71609.85,4.0,2.0402,-1.0,0.157,-1.157,SL
41685,41688,long,trend,2026-03-20 08:00:00+00:00,70366.5,70083.25,71499.5,70888.83,4.0,1.8441,-1.0,0.2981,-1.2981,SL
41708,41711,short,trend,2026-03-21 08:00:00+00:00,70629.1,70739.55,70187.3,70436.87,4.0,1.7405,-1.0,0.7674,-1.7674,SL
41780,41780,short,trend,2026-03-24 08:00:00+00:00,70737.4,71065.6,69424.6,70121.18,4.0,1.8776,-1.0,0.2586,-1.2586,SL
41828,41828,long,trend,2026-03-26 08:00:00+00:00,70585.45,70167.73,72256.35,71327.35,4.0,1.776,-1.0,0.2028,-1.2028,SL
41852,41852,long,trend,2026-03-27 08:00:00+00:00,68702.6,68478.9,69597.4,69332.96,4.0,2.8179,-1.0,0.3685,-1.3685,SL
41876,41880,long,trend,2026-03-28 08:00:00+00:00,66211.05,66045.87,66871.75,66739.11,4.0,3.197,3.7992,0.481,3.3182,TP1+TP
41924,41928,short,sweep,2026-03-30 08:00:00+00:00,67634.2,68147.82,65747.8,66819.58,3.6727,1.586,-1.0,0.158,-1.158,SL
41953,41955,short,trend,2026-03-31 08:00:00+00:00,67450.8,67923.95,65558.2,66552.97,4.0,1.8976,-1.0,0.1711,-1.1711,SL
41996,41996,long,trend,2026-04-02 08:00:00+00:00,67408.4,66789.75,69883.0,68498.57,4.0,1.7622,-1.0,0.1308,-1.1308,SL
42020,42024,long,trend,2026-04-03 08:00:00+00:00,66735.0,66487.5,67725.0,67306.11,4.0,2.3075,-1.0,0.3236,-1.3236,SL
42140,42141,long,trend,2026-04-08 08:00:00+00:00,71654.05,71427.58,72559.95,72161.6,4.0,2.2411,-1.0,0.3797,-1.3797,SL
42168,42168,long,trend,2026-04-09 08:00:00+00:00,70790.4,70603.8,71536.8,71099.24,4.0,1.6551,-1.0,0.4552,-1.4552,SL
42188,42188,long,trend,2026-04-10 08:00:00+00:00,71872.05,71624.83,72860.95,72825.38,4.0,3.8561,-1.0,0.3489,-1.3489,SL
42212,42212,long,trend,2026-04-11 08:00:00+00:00,72817.2,72694.3,73308.8,73092.9,4.0,2.2433,-1.0,0.711,-1.711,SL
42236,42236,long,trend,2026-04-12 08:00:00+00:00,72185.9,71726.85,74022.1,73092.9,4.0,1.9758,-1.0,0.1887,-1.1887,SL
42260,42264,long,sweep,2026-04-13 08:00:00+00:00,70637.6,70470.8,71247.8,71099.24,3.6583,2.7676,3.4356,0.5082,2.9274,TP1+TP
42284,42288,long,trend,2026-04-14 08:00:00+00:00,74432.2,74182.1,75432.6,74853.73,4.0,1.6855,3.0,0.3571,2.6429,TP1+BE
42308,42309,long,trend,2026-04-15 08:00:00+00:00,74110.55,73783.02,75420.65,74851.84,4.0,2.2633,-1.0,0.2715,-1.2715,SL
42332,42332,long,trend,2026-04-16 08:00:00+00:00,74803.05,74592.08,75646.95,75447.9,4.0,3.0565,-1.0,0.4255,-1.4255,SL
42524,42524,long,trend,2026-04-24 08:00:00+00:00,77976.5,77696.25,79097.5,78534.0,4.0,1.9893,-1.0,0.3339,-1.3339,SL
42554,42554,long,trend,2026-04-25 08:00:00+00:00,77451.2,77342.75,77885.0,78255.25,4.0,7.414,-1.0,0.857,-1.857,SL
42575,42584,long,trend,2026-04-26 08:00:00+00:00,77732.3,77508.5,78627.5,78255.25,4.0,2.3367,3.5842,0.4168,3.1674,TP1+TP
42596,42596,long,trend,2026-04-27 08:00:00+00:00,78440.7,77932.35,80474.1,79414.35,4.0,1.9153,-1.0,0.1852,-1.1852,SL
42620,42620,long,trend,2026-04-28 08:00:00+00:00,76885.6,76604.3,78010.8,77878.85,4.0,3.5309,-1.0,0.328,-1.328,SL
42648,42648,long,trend,2026-04-29 08:00:00+00:00,76780.1,76460.15,78059.9,77878.85,4.0,3.4341,-1.0,0.288,-1.288,SL
42668,42668,short,trend,2026-04-30 08:00:00+00:00,75851.0,76140.05,74694.8,74826.63,4.0,3.5439,-1.0,0.3149,-1.3149,SL
42692,42695,short,sweep,2026-05-01 08:00:00+00:00,77339.0,77628.98,76269.5,76480.4,3.6882,2.9609,-1.0,0.3201,-1.3201,SL
42716,42720,short,trend,2026-05-02 08:00:00+00:00,78243.25,78368.57,77741.95,77721.4,4.0,4.164,-1.0,0.7492,-1.7492,SL
42765,42765,long,trend,2026-05-04 08:00:00+00:00,79410.45,78815.23,81791.35,83490.15,4.0,6.854,-1.0,0.1601,-1.1601,SL
42788,42840,long,trend,2026-05-05 08:00:00+00:00,80526.25,80139.38,82073.75,83490.15,4.0,7.6611,3.0,0.2498,2.7502,TP1+BE
42864,42879,long,trend,2026-05-08 08:00:00+00:00,79612.75,79366.38,80598.25,80349.25,4.0,2.9893,3.7473,0.3878,3.3596,TP1+TP
42884,42884,long,trend,2026-05-09 08:00:00+00:00,80362.2,80222.6,80920.6,80671.55,4.0,2.216,-1.0,0.6908,-1.6908,SL
42909,42914,long,trend,2026-05-10 08:00:00+00:00,80686.9,80605.35,81013.1,81258.4,4.0,7.008,4.752,1.1873,3.5647,TP1+TP
42932,42932,long,trend,2026-05-11 08:00:00+00:00,81416.05,80949.08,83283.95,82470.55,4.0,2.2582,-1.0,0.2092,-1.2092,SL
43100,43102,short,trend,2026-05-18 08:00:00+00:00,76991.9,77217.85,76088.1,76480.4,4.0,2.2638,-1.0,0.4089,-1.4089,SL
43124,43144,short,trend,2026-05-19 08:00:00+00:00,76905.5,77141.55,75961.3,76483.55,4.0,1.7875,-1.0,0.391,-1.391,SL
43148,43151,short,sweep,2026-05-20 08:00:00+00:00,77424.3,77669.08,76465.9,76480.02,3.9154,3.8577,-1.0,0.3796,-1.3796,SL
43244,43244,short,trend,2026-05-24 08:00:00+00:00,76824.0,76940.45,76358.2,76480.02,4.0,2.9539,-1.0,0.7917,-1.7917,SL
43268,43268,short,trend,2026-05-25 08:00:00+00:00,77250.45,77445.73,76469.35,76875.0,4.0,1.9227,-1.0,0.4747,-1.4747,SL
43340,43344,long,trend,2026-05-28 08:00:00+00:00,73622.55,73154.97,75492.85,74494.0,4.0,1.8638,-1.0,0.1889,-1.1889,SL
43366,43366,long,trend,2026-05-29 08:00:00+00:00,73525.8,73333.15,74296.4,73828.42,4.0,1.5708,-1.0,0.458,-1.458,SL
43426,43426,short,trend,2026-05-31 08:00:00+00:00,74023.05,74134.58,73576.95,73716.17,4.0,2.7517,-1.0,0.7965,-1.7965,SL
