entry_bar,exit_bar,side,ts,entry,sl,tp,gross_r,fee_r,net_r,reason
21772,21812,short,2024-12-09 22:00:00+00:00,97035.3,100600.5,89904.9,-1.0,0.0327,-1.0327,SL
22191,22196,long,2024-12-27 09:00:00+00:00,96732.9,94959.65,100279.41,-1.0,0.0655,-1.0655,SL
22331,22435,long,2025-01-02 05:00:00+00:00,95556.6,93257.85,100154.1,2.0,0.0499,1.9501,TP
22575,22580,short,2025-01-12 09:00:00+00:00,93862.8,95040.05,91508.31,-1.0,0.0957,-1.0957,SL
22596,22622,short,2025-01-13 06:00:00+00:00,93600.1,96050.75,88698.79,-1.0,0.0458,-1.0458,SL
22971,22992,short,2025-01-28 21:00:00+00:00,100268.1,103903.8,92996.7,-1.0,0.0331,-1.0331,SL
23210,23374,short,2025-02-07 20:00:00+00:00,95711.5,98648.55,89837.4,-1.0,0.0391,-1.0391,SL
23551,23621,short,2025-02-22 01:00:00+00:00,96280.2,99006.71,90827.18,2.0,0.0424,1.9576,TP
23824,23930,long,2025-03-05 10:00:00+00:00,89882.7,81941.28,105765.55,-1.0,0.0136,-1.0136,SL
24190,24269,short,2025-03-20 16:00:00+00:00,83764.5,86574.49,78144.52,-1.0,0.0358,-1.0358,SL
24510,24966,short,2025-04-03 00:00:00+00:00,83170.6,88648.66,72214.48,-1.0,0.0182,-1.0182,SL
25635,25688,long,2025-05-19 21:00:00+00:00,105392.5,102172.53,111832.45,2.0,0.0393,1.9607,TP
26389,26395,long,2025-06-20 07:00:00+00:00,105769.9,104310.29,108689.13,-1.0,0.087,-1.087,SL
26470,26471,short,2025-06-23 16:00:00+00:00,100644.9,102692.59,96549.52,-1.0,0.059,-1.059,SL
26679,26878,long,2025-07-02 09:00:00+00:00,107594.0,104953.54,112874.92,2.0,0.0489,1.9511,TP
27232,27285,short,2025-07-25 10:00:00+00:00,116311.6,119341.22,110252.36,-1.0,0.0461,-1.0461,SL
27307,27389,short,2025-07-28 13:00:00+00:00,118429.5,119964.74,115359.01,2.0,0.0926,1.9074,TP
27668,27691,long,2025-08-12 14:00:00+00:00,119390.0,118031.85,122106.3,2.0,0.1055,1.8945,TP
28074,28362,short,2025-08-29 12:00:00+00:00,110664.0,113546.43,104899.13,-1.0,0.0461,-1.0461,SL
28959,28991,long,2025-10-05 09:00:00+00:00,122973.8,121418.66,126084.08,2.0,0.0949,1.9051,TP
29031,29059,long,2025-10-08 09:00:00+00:00,122500.0,121036.44,125427.12,-1.0,0.1004,-1.1004,SL
29371,29378,long,2025-10-22 13:00:00+00:00,108734.5,107278.41,111646.67,-1.0,0.0896,-1.0896,SL
29541,29566,short,2025-10-29 15:00:00+00:00,111453.8,113711.6,106938.2,2.0,0.0592,1.9408,TP
29648,29661,short,2025-11-03 02:00:00+00:00,108982.0,110832.02,105281.96,2.0,0.0707,1.9293,TP
29840,29843,long,2025-11-11 02:00:00+00:00,106596.9,105025.27,109740.16,-1.0,0.0814,-1.0814,SL
30007,30084,short,2025-11-18 01:00:00+00:00,91656.5,96142.25,82685.01,2.0,0.0245,1.9755,TP
30327,30358,short,2025-12-01 09:00:00+00:00,86657.9,91843.35,76287.0,-1.0,0.0201,-1.0201,SL
30478,30525,long,2025-12-07 16:00:00+00:00,89860.5,88029.38,93522.73,2.0,0.0589,1.9411,TP
30597,31158,short,2025-12-12 15:00:00+00:00,89879.9,92723.03,84193.64,-1.0,0.0379,-1.0379,SL
32006,32334,short,2026-02-09 08:00:00+00:00,69836.4,72326.35,64856.49,2.0,0.0337,1.9663,TP
32479,32841,long,2026-03-01 01:00:00+00:00,67313.5,63805.13,74330.24,2.0,0.023,1.977,TP
33523,33531,long,2026-04-13 13:00:00+00:00,71618.1,70379.55,74095.2,2.0,0.0694,1.9306,TP
33827,33860,long,2026-04-26 05:00:00+00:00,77945.0,77186.04,79462.93,-1.0,0.1232,-1.1232,SL
34136,34180,long,2026-05-09 02:00:00+00:00,80379.6,79423.1,82292.61,2.0,0.1008,1.8992,TP
34197,34220,long,2026-05-11 15:00:00+00:00,81403.8,80329.59,83552.22,-1.0,0.0909,-1.0909,SL
34508,34516,short,2026-05-24 14:00:00+00:00,76426.9,77167.09,74946.52,-1.0,0.1239,-1.1239,SL
34676,34697,short,2026-05-31 14:00:00+00:00,73577.1,74320.35,72090.61,2.0,0.1188,1.8812,TP
